"7A1A9","DENBIGH COMMUNITY HOSPITAL","W00","Q99","RUTHIN ROAD","","","DENBIGH","CLWYD","LL16 3ES","20091001","","","","","","","","","","","0","","","","",""
"7A1AA","FLINT COMMUNITY HOSPITAL","W00","Q99","CORNIST ROAD","","","FLINT","CLWYD","CH6 5HG","20091001","20231130","","","","","","","","","","0","","","","",""
"7A1AB","HOLYWELL COMMUNITY HOSPITAL","W00","Q99","HALKYN ROAD","","","HOLYWELL","CLWYD","CH8 7TZ","20091001","","","","","","","","","","","0","","","","",""
"7A1AD","MOLD COMMUNITY HOSPITAL","W00","Q99","ASH GROVE","","","MOLD","","CH7 1XG","20091001","","","","","","","","","","","0","","","","",""
"7A1AF","RUTHIN COMMUNITY HOSPITAL","W00","Q99","LLANRHYDD STREET","","","RUTHIN","CLWYD","LL15 1PS","20091001","","","","","","","","","","","0","","","","",""
"7A1AL","AMBULATORY CARE UNIT","W00","Q99","LLANDUDNO GENERAL HOSPITAL","","","LLANDUDNO","GWYNEDD","LL30 1LB","20181001","","","","","","","","","","","0","","","","",""
"7A1AU","YSBYTY GWYNEDD","W00","Q99","PENRHOSGARNEDD","","","BANGOR","GWYNEDD","LL57 2PW","20091001","","","","","","","","","","","0","","","","",""
"7A1AV","LLANDUDNO GENERAL HOSPITAL SITE","W00","Q99","LLANDUDNO GENERAL HOSPITAL","","","LLANDUDNO","GWYNEDD","LL30 1LB","20091001","","","","","","","","","","","0","","","","",""
"7A1AX","BRYN BERYL HOSPITAL","W00","Q99","CAERNARVON ROAD","","","PWLLHELI","GWYNEDD","LL53 6TT","20091001","","","","","","","","","","","0","","","","",""
"7A1AY","DOLGELLAU & BARMOUTH DISTRICT HOSPITAL SITE","W00","Q99","DOGELLAU & BARMOUTH DISTRICT HOSPIT","","","DOLGELLAU","GWYNEDD","LL40 1NT","20091001","","","","","","","","","","","0","","","","",""
"7A1B2","TYWYN & DISTRICT WAR MEMORIAL HOSPITAL SITE","W00","Q99","TYWYN & DISTRICT WAR MEMORIAL HOSPI","","","TYWYN","GWYNEDD","LL36 9HH","20091001","","","","","","","","","","","0","","","","",""
"7A1CA","YSBYTY ALLTWEN","W00","Q99","TREMADOG","","","PORTHMADOG","","LL49 9AQ","20091001","","","","","","","","","","","0","","","","",""
"7A1CC","DEESIDE COMMUNITY HOSPITAL","W00","Q99","PLOUGH LANE","SHOTTON","","DEESIDE","CLWYD","CH5 1XS","20091001","","","","","","","","","","","0","","","","",""
"7A1CF","MAELOR RENAL / DIABETIC UNIT","W00","Q99","WREXHAM TECHNOLOGY PARK","","","WREXHAM","CLWYD","LL13 7TD","20091001","","","","","","","","","","","0","","","","",""
"7A1D4","PENLEY HOSPITAL","W00","Q99","WHITCHURCH ROAD","PENLEY","","WREXHAM","","LL13 0LH","20091001","","","","","","","","","","","1","","","","",""
"7A1DC","YSBYTY PENRHOS STANLEY","W00","Q99","PENRHOS BEACH ROAD","","","HOLYHEAD","GWYNEDD","LL65 2QA","20091001","","","","","","","","","","","0","","","","",""
"7A1DD","CEFNI HOSPITAL","W00","Q99","BRIDGE STREET","","","LLANGEFNI","GWYNEDD","LL77 7PP","20091001","","","","","","","","","","","0","","","","",""
"7A1DG","ERYRI HOSPITAL","W00","Q99","THE PARK","","","CAERNARFON","GWYNEDD","LL55 2YE","20091001","","","","","","","","","","","0","","","","",""
"7A1E9","BRYNSEIONT HOSPITAL","W00","Q99","PANT ROAD","","","CAERNARFON","GWYNEDD","LL55 2YU","20091001","","","","","","","","","","","0","","","","",""
"7A1F3","LLWYN-Y-GROES UNIT","W00","Q99","CROESNEWYDD ROAD","WREXHAM TECHNOLOGY PARK","","WREXHAM","CLWYD","LL13 7TD","20091001","","","","","","","","","","","0","","","","",""
"7A1F7","SOUTH CLWYD INTENSIVE REHABILITATION UNIT","W00","Q99","GROVE PARK ROAD","","","WREXHAM","CLWYD","LL12 7AA","20091001","","","","","","","","","","","0","","","","",""
"7A1F8","E.M.I UNIT","W00","Q99","HESKETH ROAD","OLD COLWYN","","COLWYN BAY","CLWYD","LL29 8AT","20091001","","","","","","","","","","","0","","","","",""
"7A1F9","ABLETT UNIT","W00","Q99","GLAN CLWYD HOSPITAL","RHUDDLAN ROAD","BODELWYDDAN","RHYL","CLWYD","LL18 5UJ","20091001","","","","","","","","","","","0","","","","",""
"7A1FB","BODNANT UNIT EMI","W00","Q99","MAESDU ROAD","","","LLANDUDNO","GWYNEDD","LL30 1QY","20091001","","","","","","","","","","","0","","","","",""
"7A1FC","TAN-Y-CASTELL","W00","Q99","MWROG STREET","","","RUTHIN","CLWYD","LL15 1LE","20091001","","","","","","","","","","","0","","","","",""
"7A1FS","GLAN TRAETH WARD","W00","Q99","ROYAL ALEXANDRA HOSPITAL","MARINE DRIVE","","RHYL","CLWYD","LL18 3AS","20091001","","","","","","","","","","","0","","","","",""
"7A1FT","YSBYTY GWYNEDD (PSYCHIATRIC)","W00","Q99","ADJ. YSBYTY GWYNEDD","PENRHOSGARNEDD","","BANGOR","GWYNEDD","LL57 2PW","20091001","","","","","","","","","","","0","","","","",""
"7A1G2","CARREG HAFAN","W00","Q99","FFRWD GALED","TREGARTH","","BANGOR","GWYNEDD","LL57 4PG","20091001","","","","","","","","","","","0","","","","",""
"7A1GE","BRYN-Y-NEUADD HOSPITAL","W00","Q99","ABER ROAD","","","LLANFAIRFECHAN","GWYNEDD","LL33 0HH","20091001","","","","","","","","","","","0","","","","",""
"7A1GM","BROUGHTON RESIDENTIAL HOUSE","W00","Q99","10 BISHOPS COURT","BROUGHTON","","CHESTER","CHESHIRE","CH4 0QZ","20120401","","","","","","","","","","","0","","","","",""
"7A1GQ","ROSLIN MENTAL HEALTH RESOURCE CENTRE","W00","Q99","ROUMANIA DRIVE","","","LLANDUDNO","GWYNEDD","LL30 1UY","20091001","","","","","","","","","","","0","","","","",""
"7A1GR","MOLD MENTAL HEALTH RESOURCE CENTRE","W00","Q99","THE GROVE","PWLL GLAS","","MOLD","CLWYD","CH7 1RH","20091001","","","","","","","","","","","0","","","","",""
"7A1GU","BRON CASTELL MENTAL HEALTH RESOURCE CENTRE","W00","Q99","SEGONTIUM TERRACE","","","CAERNARFON","GWYNEDD","LL55 2PH","20111001","","","","","","","","","","","0","","","","",""
"7A1HD","NORTH WALES CANCER TREATMENT CENTRE","W00","Q99","GLAN CLWYD HOSPITAL","RHUDDLAN ROAD","BODELWYDDAN","RHYL","CLWYD","LL18 5UJ","20091001","","","","","","","","","","","0","","","","",""
"7A1J1","EMI-GLAN TRAETH DAY HOSPITAL","W00","Q99","ROYAL ALEXANDRA HOSPITAL","MARINE DRIVE","","RHYL","CLWYD","LL18 3AS","20091001","","","","","","","","","","","0","","","","",""
"7A1J2","NANT-Y-GLYN RESOURCE CENTRE","W00","Q99","NANT Y GLYN ROAD","","","COLWYN BAY","CLWYD","LL29 7PU","20091001","","","","","","","","","","","0","","","","",""
"7A1JS","ST WINIFRED'S DAY CENTRE","W00","Q99","BRIGHTON ROAD","","","RHYL","CLWYD","LL18 3HN","20091001","","","","","","","","","","","0","","","","",""
"7A1KG","YSBYTY GWYNEDD DAY HOSPITAL","W00","Q99","YSBYTY GWYNEDD","PENRHOSGARNEDD","","BANGOR","GWYNEDD","LL57 2PW","20091001","","","","","","","","","","","0","","","","",""
"7A1L1","FLINT CLINIC","W00","Q99","BOROUGH GROVE","","","FLINT","CLWYD","CH6 5DR","20091001","","","","","","","","","","","0","","","","",""
"7A1L2","CEFN CLINIC","W00","Q99","WELL STREET","CEFN MAWR","","WREXHAM","CLWYD","LL14 3AE","20091001","","","","","","","","","","","0","","","","",""
"7A1L3","PLAS MENAI SURGERY","W00","Q99","PENMAENMAWR ROAD","","","LLANFAIRFECHAN","GWYNEDD","LL33 0PE","20140123","","","","","","","","","","","0","","","","",""
"7A1L4","MINFOR HEALTH CENTRE","W00","Q99","PARK ROAD","","","BARMOUTH","GWYNEDD","LL42 1PL","20180401","","","","","","","","","","","0","","","","",""
"7A1L5","CONNAHS QUAY CLINIC","W00","Q99","WEPRE HOUSE","WEPRE DRIVE, CIVIC WAY","CONNAH'S QUAY","DEESIDE","CLWYD","CH5 4HA","20091001","","","","","","","","","","","0","","","","",""
"7A1L6","CORWEN CLINIC","W00","Q99","GREEN LANE","","","CORWEN","CLWYD","LL21 0DN","20091001","","","","","","","","","","","0","","","","",""
"7A1L7","FFORDYDDLAS CLINIC","W00","Q99","FFORDD LAS COMMUNITY CENTRE","FFORDD LAS","","RHYL","CLWYD","LL18 2EB","20091001","","","","","","","","","","","0","","","","",""
"7A1LA","MOLD CLINIC","W00","Q99","KING STREET","","","MOLD","CLWYD","CH7 1LB","20091001","","","","","","","","","","","0","","","","",""
"7A1LB","MEDDYGFA GWYDIR","W00","Q99","SCHOOL BANK ROAD","","","LLANRWST","GWYNEDD","LL26 0AR","20180401","","","","","","","","","","","0","","","","",""
"7A1LC","ABERGELE HEALTH CENTRE","W00","Q99","MARKET STREET","","","ABERGELE","CLWYD","LL22 7BP","20091001","","","","","","","","","","","0","","","","",""
"7A1LD","RUTHIN CLINIC","W00","Q99","MOUNT STREET","","","RUTHIN","CLWYD","LL15 1BG","20091001","","","","","","","","","","","0","","","","",""
"7A1LF","CHIRK CLINIC","W00","Q99","STATION AVENUE","CHIRK","","WREXHAM","CLWYD","LL14 5LS","20091001","","","","","","","","","","","0","","","","",""
"7A1LG","RHOSLLANERCHRUGOG CLINIC","W00","Q99","BEECH AVENUE","RHOSLLANERCHRUGOG","","WREXHAM","CLWYD","LL14 1AA","20091001","","","","","","","","","","","0","","","","",""
"7A1LJ","HAFOD LAS","W00","Q99","LLAWR Y DREF","","","LLANGEFNI","GWYNEDD","LL77 7TS","20091001","","","","","","","","","","","0","","","","",""
"7A1LK","ROMANO","W00","Q99","3 GROVE ROAD","","","WREXHAM","CLWYD","LL11 1DY","20091001","","","","","","","","","","","0","","","","",""
"7A1LM","TREFEIRIAN (DAY CENTRE)","W00","Q99","LOVE LANE","","","DENBIGH","CLWYD","LL16 3LY","20091001","","","","","","","","","","","0","","","","",""
"7A1LP","DENBIGHSHIRE COMMUNITY LIVING TEAM LD","W00","Q99","STATION ROAD","","","RUTHIN","CLWYD","LL15 1EJ","20091001","","","","","","","","","","","0","","","","",""
"7A1LQ","NEW MSPCT","W00","Q99","WREXHAM MAELOR HOSPITAL","CROESNEWYDD ROAD","WREXHAM TECHNOLOGY PARK","WREXHAM","CLWYD","LL13 7TD","20091001","","","","","","","","","","","0","","","","",""
"7A1LR","CONWY CLINIC","W00","Q99","ROSE HILL STREET","","","CONWY","GWYNEDD","LL32 8LD","20091001","","","","","","","","","","","0","","","","",""
"7A1LT","FFESTINIOG PHYSIOTHERAPY ANNEXE","W00","Q99","TOWYN ROAD","HEOL TOWYN","","BLAENAU FFESTINIOG","GWYNEDD","LL41 3UR","20091001","","","","","","","","","","","0","","","","",""
"7A1LU","AMLWYCH CLINIC","W00","Q99","MADYN ROAD","","","AMLWCH","GWYNEDD","LL68 9DL","20091001","","","","","","","","","","","0","","","","",""
"7A1LV","BLAENAU FFESTINIOG HEALTH CENTRE","W00","Q99","WYNNE AVENUE","","","BLAENAU FFESTINIOG","GWYNEDD","LL41 3DN","20091001","","","","","","","","","","","0","","","","",""
"7A1LW","CHILD DEVELOPMENT CENTRE","W00","Q99","HOLYHEAD ROAD","","","BANGOR","GWYNEDD","LL57 2EE","20091001","","","","","","","","","","","0","","","","",""
"7A1LX","THE QUAY HEALTH CENTRE","W00","Q99","FRON ROAD","CONNAH'S QUAY","","DEESIDE","CLWYD","CH5 4PJ","20100401","","","","","","","","","","","0","","","","",""
"7A1LY","HOPE HOUSE HOSPICE","W00","Q99","NANT LANE","MORDA","","OSWESTRY","","SY10 9BX","20201001","","","","","","","","","","","0","","","","",""
"7A1LZ","TY GOBAITH CHILDRENS HOSPICE","W00","Q99","TREMORFA","TYN-Y-GROES","","CONWY","","LL32 8SS","20201001","","","","","","","","","","","0","","","","",""
"7A1M2","POWYS SCHOOL (LEARNING DISABILITIES)","W00","Q99","DODDS LANE","GWERSYLLT","","WREXHAM","CLWYD","LL11 4PA","20091001","","","","","","","","","","","0","","","","",""
"7A1M3","BRO DYFFRYN SCHOOL (LEARNING DISABILITIES)","W00","Q99","BRONDYFFRYN","YSTRAD ROAD","","DENBIGH","CLWYD","LL16 4RH","20091001","","","","","","","","","","","0","","","","",""
"7A1M4","MAELOR PAEDIATRIC UNIT (LD)","W00","Q99","YSBYTY WREXHAM MAELOR","CROESNEWYDD ROAD","WREXHAM TECHNOLOGY PARK","WREXHAM","CLWYD","LL13 7TD","20091001","","","","","","","","","","","0","","","","",""
"7A1M5","FAIRHOLME NURSING HOME","W00","Q99","1-3 FAIRY ROAD","","","WREXHAM","CLWYD","LL13 7PR","20091001","","","","","","","","","","","0","","","","",""
"7A1M6","CEFNDY RESOURCE CENTRE","W00","Q99","CEFNDY ROAD","","","RHYL","CLWYD","LL18 2HG","20091001","","","","","","","","","","","0","","","","",""
"7A1M7","TREFALYN LEARNING DISABILITIES","W00","Q99","RUTHIN ROAD","","","MOLD","CLWYD","CH7 1QH","20091001","","","","","","","","","","","0","","","","",""
"7A1M8","MARINE COURT PRIVATE PSYCHIATRIC NURSING HOME","W00","Q99","4 MARINE ROAD","","","COLWYN BAY","CLWYD","LL29 8PH","20091001","","","","","","","","","","","0","","","","",""
"7A1M9","PRESWYLFA","W00","Q99","HENDY ROAD","","","MOLD","CLWYD","CH7 1PZ","20091001","","","","","","","","","","","0","","","","",""
"7A1MC","PSYCHOLOGICAL THERAPIES TEAM BASE","W00","Q99","SWN Y COED","GROVE ROAD","","WREXHAM","CLWYD","LL11 1DY","20091001","","","","","","","","","","","0","","","","",""
"7A1MD","DRUGS SERVICE (OUTPATIENTS CLINIC)","W00","Q99","PLAS MEDDYG SURGERY","STATION ROAD","","RUTHIN","CLWYD","LL15 1BP","20091001","","","","","","","","","","","0","","","","",""
"7A1MF","FLINTSHIRE CHILDREN'S CENTRE","W00","Q99","CATHERINE GLADSTONE HOUSE","HAWARDEN WAY, MANCOT","","DEESIDE","CLWYD","CH5 2EP","20091001","","","","","","","","","","","0","","","","",""
"7A1MG","FLINTSHIRE COMMUNITY LEARNING DISABILITIES TEAM","W00","Q99","FLINTSHIRE COUNTY COUNCIL","COUNTY HALL","","MOLD","CLWYD","CH7 6NN","20091001","","","","","","","","","","","0","","","","",""
"7A1MH","YSGOL-Y-GRAIG (LEARNING DISABILITIES)","W00","Q99","PENRHOS AVENUE","OLD COLWYN","","COLWYN BAY","CLWYD","LL29 9HW","20091001","","","","","","","","","","","0","","","","",""
"7A1MJ","YSGOL DELYN LEARNING DISABILITIES","W00","Q99","ALEXANDRA ROAD","","","MOLD","CLWYD","CH7 1HJ","20091001","","","","","","","","","","","0","","","","",""
"7A1MK","ST CHRISTOPHERS SCHOOL LEARNING DISABILITIES","W00","Q99","WREXHAM BOROUGH COUNCIL","HOLT ROAD","","WREXHAM","CLWYD","LL13 8NE","20091001","","","","","","","","","","","0","","","","",""
"7A1ML","HAWARDEN HIGH SCHOOL","W00","Q99","THE HIGHWAY","HAWARDEN","","DEESIDE","CLWYD","CH5 3DN","20091001","","","","","","","","","","","0","","","","",""
"7A1MM","QUEENSWAY LEISURE AND ACTIVITY CENTRE","W00","Q99","QUEENSWAY","","","WREXHAM","CLWYD","LL13 8UH","20091001","","","","","","","","","","","0","","","","",""
"7A1MN","TY'R BINWYDDEN (COUNCIL OFFICES)","W00","Q99","CLAYTON ROAD","PENTRE BROUGHTON","","WREXHAM","CLWYD","LL11 6BL","20091001","","","","","","","","","","","0","","","","",""
"7A1MP","CITIZEN'S ADVICE BUREAU (COUNCIL OFFICES)","W00","Q99","CABLE STREET","CONNAH'S QUAY","","DEESIDE","CLWYD","CH5 4DZ","20091001","","","","","","","","","","","0","","","","",""
"7A1MQ","CAIA PARK PARTNERSHIP (COUNCIL OFFICES)","W00","Q99","PRINCE CHARLES ROAD","","","WREXHAM","CLWYD","LL13 8TH","20091001","","","","","","","","","","","0","","","","",""
"7A1MR","HOLYWELL LIBRARY (COUNCIL OFFICES)","W00","Q99","NORTH ROAD","","","HOLYWELL","CLWYD","CH8 7TQ","20091001","","","","","","","","","","","0","","","","",""
"7A1MS","BRON HENDRE CLINIC","W00","Q99","SOUTH ROAD","","","CAERNARFON","GWYNEDD","LL55 2HP","20091001","","","","","","","","","","","0","","","","",""
"7A1MT","EVOLUTION HOUSE (CMHT)","W00","Q99","ST. DAVIDS PARK","EWLOE","","DEESIDE","CLWYD","CH5 3YB","20091001","","","","","","","","","","","0","","","","",""
"7A1MU","TALARFON CHILD GUIDANCE","W00","Q99","TALARFON","HOLYHEAD ROAD","","BANGOR","GWYNEDD","LL57 2EE","20091001","","","","","","","","","","","0","","","","",""
"7A1MW","TIM DYFFRYN CLWYD","W00","Q99","MIDDLE LANE","","","DENBIGH","CLWYD","LL16 3UR","20091001","","","","","","","","","","","0","","","","",""
"7A1MX","CRICCIETH HEALTH CENTRE","W00","Q99","HIGH STREET","","","CRICCIETH","GWYNEDD","LL52 0BT","20091001","","","","","","","","","","","0","","","","",""
"7A1MY","DENIOLEN CLINIC","W00","Q99","DEINIOL ROAD","DEINIOLEN","","CAERNARFON","GWYNEDD","LL55 3LL","20091001","","","","","","","","","","","0","","","","",""
"7A1MZ","DOLGARROG HEALTH CENTRE","W00","Q99","CONWAY ROAD","DOLGARROG","","CONWY","GWYNEDD","LL32 8JU","20091001","","","","","","","","","","","0","","","","",""
"7A1N1","BALA HEALTH CENTRE","W00","Q99","HAFAN CLINIC","","","BALA","GWYNEDD","LL23 7BA","20091001","","","","","","","","","","","0","","","","",""
"7A1N2","LLANGOLLEN PRIMARY CARE CENTRE SITE","W00","Q99","MILL STREET","","","LLANGOLLEN","CLWYD","LL20 8RY","20150401","","","","","","","","","","","0","","","","",""
"7A1N3","ISGRAIG CLINIC","W00","Q99","ISGRAIG","","","LLANGEFNI","GWYNEDD","LL77 7PT","20091001","","","","","","","","","","","0","","","","",""
"7A1N4","TREFLAN SURGERY","W00","Q99","LOWER CARDIFF ROAD","","","PWLLHELI","GWYNEDD","LL53 5NF","20180401","","","","","","","","","","","0","","","","",""
"7A1N6","LLANFAIRPWLL HEALTH CENTRE","W00","Q99","PENMYNYDD ROAD","","","LLANFAIRPWLLGWYNGYLL","GWYNEDD","LL61 5YZ","20091001","","","","","","","","","","","0","","","","",""
"7A1N8","MAES DERW HEALTH CENTRE","W00","Q99","MAES DERW","","","LLANDUDNO JUNCTION","GWYNEDD","LL31 9AL","20091001","","","","","","","","","","","0","","","","",""
"7A1N9","MEDDYGFA RHYD BACH","W00","Q99","BOTWNNOG","","","PWLLHELI","GWYNEDD","LL53 8RE","20091001","","","","","","","","","","","0","","","","",""
"7A1NA","PSYCHIATRIC CLINIC H.M STANLEY HOSPITAL","W00","Q99","UPPER DENBIGH ROAD","","","ST. ASAPH","CLWYD","LL17 0RS","20091001","","","","","","","","","","","0","","","","",""
"7A1NB","COLLEGE ROAD MENTAL HEALTH RESOURCE CENTRE","W00","Q99","26 COLLEGE ROAD","","","BANGOR","GWYNEDD","LL57 2AP","20091001","","","","","","","","","","","0","","","","",""
"7A1NC","PENYGROES HEALTH CENTRE","W00","Q99","LLYS MEDDYG","VICTORIA ROAD, PENYGROES","","CAERNARFON","GWYNEDD","LL54 6HD","20091001","","","","","","","","","","","0","","","","",""
"7A1ND","PLAS BRITH RESOURCE CENTRE","W00","Q99","PLAS BRITH LANE","","","DOLGELLAU","GWYNEDD","LL40 1EB","20091001","","","","","","","","","","","0","","","","",""
"7A1NE","ST DAVIDS PRIORY CLINIC","W00","Q99","RICHMOND HILL","","","HOLYHEAD","GWYNEDD","LL65 2HF","20091001","","","","","","","","","","","0","","","","",""
"7A1NG","ARGYLL ROAD CLINIC","W00","Q99","ARGYLL ROAD","","","LLANDUDNO","GWYNEDD","LL30 1DF","20091001","","","","","","","","","","","0","","","","",""
"7A1NH","PWILLHELI HEALTH UNIT","W00","Q99","ALA ROAD","","","PWLLHELI","GWYNEDD","LL53 5BL","20091001","","","","","","","","","","","0","","","","",""
"7A1NJ","TRAWSFYNYDD HEALTH CENTRE","W00","Q99","GLASFRYN","TRAWSFYNYDD","","BLAENAU FFESTINIOG","GWYNEDD","LL41 4SB","20091001","","","","","","","","","","","0","","","","",""
"7A1NK","TYWYN HEALTH CENTRE","W00","Q99","PIER ROAD","","","TYWYN","GWYNEDD","LL36 0AT","20091001","","","","","","","","","","","0","","","","",""
"7A1NM","MARKET STREET SURGERY","W00","Q99","DOC FICTORIA","","","CAERNARFON","GWYNEDD","LL55 1TH","20180401","","","","","","","","","","","0","","","","",""
"7A1NP","NEWRY STREET CLINIC","W00","Q99","TOWN HALL","NEWRY STREET","","HOLYHEAD","GWYNEDD","LL65 1HN","20091001","","","","","","","","","","","0","","","","",""
"7A1NQ","MADYN ROAD CLINIC","W00","Q99","MADYN ROAD","","","AMLWCH","GWYNEDD","LL68 9DL","20091001","","","","","","","","","","","0","","","","",""
"7A1NR","MADOC SURGERY (MC1)","W00","Q99","HIGH ST","","","PORTHMADOG","GWYNEDD","LL49 9NU","20100112","","","","","","","","","","","0","","","","",""
"7A1NT","DOC FICTORIA HEALTH CENTRE","W00","Q99","DOC FICTORIA","","","CAERNARFON","GWYNEDD","LL55 1TH","20091001","","","","","","","","","","","0","","","","",""
